clientes_ativos,faturamento_mensal,faturamento_acumulado,anos_empresa,tipo_servico,ticket_medio,mix_receita,canais_vendas,churn,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,nps,eficiencia_operacional,escala_tecnologica,financas_unidade,headcount,experiencia_lideranca,treinamento,rotatividade_time,governanca_financeira,score_total
3617,25727,537152,3.0,Produto,2423.1,Receita diversificada,3,0.039,Poucas,Não,Algum reconhecimento,"Sim, forte",Alto,Claro e executado,86,Quase tudo,Parcialmente,Algumas,189,Experiência parcial,Nunca,0.189,DRE e auditoria,70.29
1562,171982,16910700,0.1,Produto,841.08,1–2 clientes >50%,4,0.339,Algumas,Série A+,Não reconhecida,Não,Baixo,Não existe,51,Quase tudo,Não,Algumas,58,Experiência forte,Regularmente,0.376,Controles básicos,55.92
478,17862,221086,3.3,Serviço,15982.23,1–2 clientes >50%,2,0.069,Poucas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Claro e executado,0,Quase nada,Não,Não,96,Experiência parcial,Nunca,0.043,Controles básicos,42.38
844,536185,2754540,5.7,Serviço,20277.34,Receita diversificada,1,0.288,Muitas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Claro e executado,54,Quase tudo,Sim,"Sim, regularmente",186,Experiência forte,Nunca,0.387,Controles básicos,65.75
2695,77136,67802,0.8,Serviço,792.91,3–5 clientes >50%,3,0.171,Nenhuma,Série A+,Não reconhecida,"Sim, forte",Alto,Não existe,-3,Parcialmente,Parcialmente,"Sim, regularmente",187,Sem experiência,Regularmente,0.111,Controles básicos,42.64
36,243122,73032,2.6,Produto,76.48,1–2 clientes >50%,2,0.366,Algumas,Série A+,Reconhecimento forte,Não,Baixo,Não existe,70,Quase nada,Não,Algumas,31,Experiência forte,Regularmente,0.091,Controles básicos,49.0
462,670663,118472,2.7,Produto,220.86,Receita diversificada,5,0.152,Algumas,Série A+,Não reconhecida,Não,Baixo,Parcial,88,Quase nada,Não,Não,107,Experiência forte,Nunca,0.013,Não existem controles,42.71
326,724453,1735866,2.5,Produto,273.53,3–5 clientes >50%,1,0.06,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Médio,Parcial,93,Quase nada,Não,"Sim, regularmente",168,Sem experiência,Às vezes,0.148,Controles básicos,64.2
102,72718,192195,9.5,Serviço,229.75,Receita diversificada,4,0.287,Algumas,Não,Não reconhecida,Ocasionalmente,Alto,Parcial,49,Quase tudo,Sim,"Sim, regularmente",66,Experiência forte,Nunca,0.099,Não existem controles,44.57
3426,313406,3078544,2.0,Produto,401.22,3–5 clientes >50%,3,0.24,Nenhuma,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Claro e executado,61,Quase nada,Parcialmente,Não,59,Experiência forte,Nunca,0.281,DRE e auditoria,50.83
1936,999600,6254424,3.1,Produto,251.27,3–5 clientes >50%,5,0.142,Poucas,Não,Não reconhecida,"Sim, forte",Alto,Claro e executado,59,Parcialmente,Parcialmente,Algumas,174,Experiência forte,Regularmente,0.322,Não existem controles,46.69
3518,1648205,6076404,1.3,Produto,299.64,1–2 clientes >50%,4,0.365,Muitas,Série A+,Não reconhecida,Ocasionalmente,Baixo,Não existe,95,Parcialmente,Não,Não,5,Sem experiência,Às vezes,0.115,DRE e auditoria,56.04
67,1801027,225531,7.2,Serviço,120.09,1–2 clientes >50%,2,0.171,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,1,Quase tudo,Parcialmente,Algumas,119,Sem experiência,Nunca,0.169,Não existem controles,41.18
3584,424386,8932383,2.5,Serviço,8774.83,3–5 clientes >50%,4,0.009,Nenhuma,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Parcial,38,Quase nada,Parcialmente,Algumas,84,Experiência forte,Nunca,0.452,Não existem controles,44.97
1658,1917533,3604782,0.5,Produto,464.51,1–2 clientes >50%,5,0.355,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,Não,Médio,Não existe,11,Quase tudo,Não,"Sim, regularmente",178,Experiência forte,Às vezes,0.381,Controles básicos,45.31
4391,5921,8012381,6.4,Serviço,197.33,1–2 clientes >50%,5,0.105,Algumas,Não,Reconhecimento forte,Não,Médio,Claro e executado,30,Parcialmente,Parcialmente,"Sim, regularmente",133,Experiência forte,Nunca,0.172,Não existem controles,43.82
4324,418351,18264973,1.5,Produto,76.11,3–5 clientes >50%,3,0.156,Poucas,Série A+,Reconhecimento forte,"Sim, forte",Alto,Parcial,47,Quase tudo,Parcialmente,Não,31,Experiência parcial,Às vezes,0.155,DRE e auditoria,62.47
4323,96500,51865,7.8,Serviço,4727.55,3–5 clientes >50%,4,0.045,Muitas,Série A+,Não reconhecida,"Sim, forte",Médio,Parcial,-7,Quase tudo,Não,Algumas,107,Experiência forte,Às vezes,0.45,Controles básicos,66.85
3640,35946,5094107,7.9,Produto,579.96,Receita diversificada,5,0.267,Algumas,Série A+,Algum reconhecimento,Não,Baixo,Não existe,13,Quase tudo,Não,"Sim, regularmente",143,Sem experiência,Às vezes,0.142,Não existem controles,39.64
4141,1256512,2366681,9.1,Produto,2405.89,Receita diversificada,5,0.018,Poucas,Seed/Pré-Série A,Não reconhecida,Não,Alto,Parcial,73,Quase tudo,Parcialmente,Não,90,Experiência forte,Regularmente,0.075,Controles básicos,74.01
2350,11218,75937,7.9,Serviço,218.1,1–2 clientes >50%,4,0.273,Poucas,Não,Não reconhecida,Ocasionalmente,Médio,Não existe,88,Quase nada,Não,"Sim, regularmente",73,Experiência forte,Às vezes,0.2,Não existem controles,38.21
3212,16844,1042632,4.1,Serviço,45546.94,1–2 clientes >50%,5,0.236,Muitas,Não,Não reconhecida,Ocasionalmente,Baixo,Não existe,45,Quase tudo,Sim,Algumas,190,Sem experiência,Nunca,0.035,Não existem controles,41.47
2256,165843,68185,1.6,Serviço,14085.9,Receita diversificada,2,0.071,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,10,Quase nada,Parcialmente,Não,36,Experiência parcial,Regularmente,0.377,Controles básicos,46.13
2276,1373628,8340353,3.8,Produto,11.98,3–5 clientes >50%,4,0.141,Nenhuma,Não,Algum reconhecimento,"Sim, forte",Médio,Claro e executado,12,Quase nada,Sim,"Sim, regularmente",106,Experiência parcial,Regularmente,0.471,Controles básicos,54.26
3111,795135,32764,6.1,Produto,631.48,Receita diversificada,5,0.123,Muitas,Não,Algum reconhecimento,"Sim, forte",Alto,Claro e executado,40,Quase nada,Sim,Não,45,Experiência parcial,Às vezes,0.058,Controles básicos,67.92
3031,12986,8059940,2.2,Produto,4072.68,1–2 clientes >50%,5,0.326,Poucas,Série A+,Não reconhecida,Ocasionalmente,Alto,Claro e executado,12,Parcialmente,Não,Algumas,97,Experiência parcial,Regularmente,0.003,DRE e auditoria,49.01
4229,1286274,2877257,9.0,Produto,883.77,3–5 clientes >50%,4,0.069,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,29,Parcialmente,Parcialmente,"Sim, regularmente",152,Experiência forte,Regularmente,0.002,Não existem controles,43.49
1481,44800,475939,4.9,Serviço,1059.16,Receita diversificada,1,0.392,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Alto,Claro e executado,64,Quase tudo,Não,Não,25,Sem experiência,Regularmente,0.29,Controles básicos,54.1
4091,7020,726792,5.5,Produto,18.87,Receita diversificada,3,0.382,Algumas,Série A+,Algum reconhecimento,Não,Baixo,Parcial,74,Quase nada,Não,"Sim, regularmente",183,Experiência parcial,Às vezes,0.278,Não existem controles,39.54
3292,1548630,4876339,3.4,Serviço,6727.03,3–5 clientes >50%,2,0.186,Nenhuma,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,100,Quase tudo,Não,"Sim, regularmente",78,Experiência forte,Nunca,0.472,Controles básicos,54.26
845,96655,136983,2.5,Produto,85.75,3–5 clientes >50%,4,0.133,Muitas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Claro e executado,90,Quase tudo,Sim,"Sim, regularmente",133,Experiência forte,Regularmente,0.082,DRE e auditoria,76.58
2764,1947384,107926,4.2,Serviço,29656.09,1–2 clientes >50%,3,0.087,Algumas,Série A+,Não reconhecida,"Sim, forte",Alto,Parcial,47,Quase tudo,Parcialmente,"Sim, regularmente",164,Experiência parcial,Às vezes,0.318,Controles básicos,68.18
2455,100007,3090046,7.9,Serviço,38415.63,3–5 clientes >50%,4,0.101,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,66,Quase nada,Não,Algumas,141,Sem experiência,Regularmente,0.128,Não existem controles,42.47
2512,164523,907917,5.6,Produto,62.74,Receita diversificada,2,0.229,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Claro e executado,84,Quase tudo,Parcialmente,Algumas,136,Sem experiência,Nunca,0.292,Não existem controles,39.9
1660,431530,936518,6.8,Produto,137.67,3–5 clientes >50%,2,0.157,Muitas,Série A+,Reconhecimento forte,Não,Alto,Não existe,15,Quase nada,Parcialmente,Algumas,191,Sem experiência,Às vezes,0.29,DRE e auditoria,63.0
1351,1695279,581098,0.0,Produto,237.94,3–5 clientes >50%,5,0.142,Nenhuma,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Não existe,36,Parcialmente,Sim,Não,53,Experiência parcial,Regularmente,0.06,DRE e auditoria,57.13
4934,1726660,39814,3.1,Produto,1519.34,3–5 clientes >50%,5,0.271,Nenhuma,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Baixo,Parcial,22,Quase nada,Sim,Não,40,Sem experiência,Regularmente,0.185,Não existem controles,33.31
4103,1739765,14944,7.3,Serviço,558.55,1–2 clientes >50%,4,0.283,Algumas,Não,Algum reconhecimento,Não,Alto,Claro e executado,-4,Quase tudo,Parcialmente,Não,120,Sem experiência,Regularmente,0.423,Não existem controles,38.99
182,291097,646846,7.7,Produto,638.79,Receita diversificada,5,0.066,Nenhuma,Não,Reconhecimento forte,Ocasionalmente,Médio,Parcial,83,Quase nada,Sim,Algumas,145,Experiência forte,Regularmente,0.028,DRE e auditoria,64.1
958,30280,3040541,6.9,Serviço,116.88,3–5 clientes >50%,3,0.26,Nenhuma,Não,Algum reconhecimento,"Sim, forte",Baixo,Não existe,95,Parcialmente,Sim,Algumas,173,Sem experiência,Nunca,0.47,DRE e auditoria,45.68
3583,58126,340910,9.8,Serviço,35812.07,Receita diversificada,3,0.265,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Claro e executado,41,Quase nada,Parcialmente,Não,175,Experiência parcial,Regularmente,0.155,Não existem controles,39.03
897,15173,314736,4.3,Produto,352.32,Receita diversificada,3,0.336,Algumas,Aceleradora/Anjo,Algum reconhecimento,Não,Médio,Não existe,58,Parcialmente,Sim,Algumas,11,Experiência parcial,Às vezes,0.488,Controles básicos,52.41
2559,8669,7671308,2.3,Produto,289.59,Receita diversificada,5,0.15,Algumas,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Não existe,85,Parcialmente,Parcialmente,"Sim, regularmente",12,Experiência forte,Nunca,0.241,Não existem controles,45.02
1740,1887756,907392,6.1,Produto,86.16,Receita diversificada,4,0.339,Algumas,Seed/Pré-Série A,Algum reconhecimento,Não,Baixo,Não existe,8,Quase tudo,Sim,Não,122,Sem experiência,Regularmente,0.219,Não existem controles,41.61
4269,31934,379974,3.6,Produto,3233.64,1–2 clientes >50%,5,0.097,Muitas,Aceleradora/Anjo,Algum reconhecimento,"Sim, forte",Alto,Não existe,15,Parcialmente,Parcialmente,Algumas,200,Experiência parcial,Nunca,0.147,Controles básicos,63.35
3000,1658549,762605,7.9,Serviço,173.54,1–2 clientes >50%,2,0.028,Nenhuma,Não,Não reconhecida,"Sim, forte",Baixo,Parcial,46,Parcialmente,Parcialmente,Não,195,Sem experiência,Nunca,0.471,Controles básicos,49.3
282,16738,11251938,5.6,Produto,230.54,Receita diversificada,4,0.227,Nenhuma,Não,Não reconhecida,Ocasionalmente,Baixo,Parcial,47,Parcialmente,Parcialmente,"Sim, regularmente",48,Experiência forte,Regularmente,0.199,Não existem controles,36.75
4798,13431,5740363,7.8,Produto,30.42,3–5 clientes >50%,3,0.06,Nenhuma,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,65,Parcialmente,Sim,Não,145,Sem experiência,Às vezes,0.393,DRE e auditoria,57.55
2626,8359,9822346,7.2,Produto,80.83,Receita diversificada,4,0.348,Poucas,Aceleradora/Anjo,Algum reconhecimento,Ocasionalmente,Baixo,Parcial,12,Parcialmente,Parcialmente,"Sim, regularmente",170,Sem experiência,Regularmente,0.136,Não existem controles,36.94
2299,97361,4486314,3.4,Produto,170.67,3–5 clientes >50%,1,0.164,Algumas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Baixo,Claro e executado,64,Quase tudo,Sim,"Sim, regularmente",8,Experiência forte,Regularmente,0.461,Controles básicos,66.17
3359,176155,4926420,7.1,Serviço,46307.32,1–2 clientes >50%,5,0.006,Poucas,Não,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,54,Quase tudo,Parcialmente,Não,166,Sem experiência,Regularmente,0.135,Controles básicos,60.28
4533,33187,7374441,4.2,Serviço,5351.4,3–5 clientes >50%,4,0.366,Algumas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Baixo,Não existe,97,Quase tudo,Sim,"Sim, regularmente",128,Experiência parcial,Nunca,0.144,Controles básicos,60.74
1813,2099,4348359,7.3,Produto,421.18,Receita diversificada,5,0.181,Poucas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Alto,Parcial,78,Parcialmente,Parcialmente,Não,142,Sem experiência,Às vezes,0.004,DRE e auditoria,58.04
3892,190437,175306,0.7,Produto,29.46,1–2 clientes >50%,4,0.319,Poucas,Série A+,Algum reconhecimento,Não,Médio,Claro e executado,21,Parcialmente,Parcialmente,Não,77,Experiência forte,Nunca,0.413,Não existem controles,36.99
4519,1973,4103435,3.4,Serviço,302.01,1–2 clientes >50%,4,0.141,Poucas,Não,Não reconhecida,"Sim, forte",Alto,Não existe,55,Quase tudo,Não,"Sim, regularmente",95,Sem experiência,Regularmente,0.215,DRE e auditoria,55.98
2042,14482,157828,0.6,Serviço,2032.68,3–5 clientes >50%,5,0.259,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Parcial,7,Quase nada,Parcialmente,Não,75,Experiência forte,Regularmente,0.28,DRE e auditoria,55.0
3456,2990,455743,2.8,Serviço,692.5,3–5 clientes >50%,2,0.238,Nenhuma,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Não existe,70,Parcialmente,Não,Não,165,Experiência parcial,Regularmente,0.252,Controles básicos,39.07
3133,5866,198484,5.6,Serviço,5953.16,Receita diversificada,5,0.19,Nenhuma,Não,Não reconhecida,Ocasionalmente,Médio,Claro e executado,66,Parcialmente,Sim,Não,13,Sem experiência,Regularmente,0.194,Não existem controles,37.16
4729,266620,5655471,1.8,Produto,847.98,1–2 clientes >50%,5,0.19,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Parcial,92,Quase tudo,Não,Não,50,Sem experiência,Regularmente,0.333,Controles básicos,47.27
2531,50438,7207310,2.9,Produto,1913.95,1–2 clientes >50%,3,0.342,Muitas,Seed/Pré-Série A,Não reconhecida,"Sim, forte",Médio,Parcial,4,Quase nada,Sim,"Sim, regularmente",76,Experiência forte,Nunca,0.291,Não existem controles,43.62
4962,158248,1444779,3.1,Serviço,2093.04,3–5 clientes >50%,3,0.297,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Médio,Não existe,73,Parcialmente,Sim,Não,116,Experiência parcial,Às vezes,0.003,DRE e auditoria,66.86
2234,45109,4948114,10.0,Produto,890.26,1–2 clientes >50%,4,0.245,Algumas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Baixo,Parcial,66,Quase tudo,Não,Algumas,118,Experiência parcial,Nunca,0.308,DRE e auditoria,56.12
4371,233733,2484566,1.7,Serviço,21510.07,Receita diversificada,2,0.295,Muitas,Não,Algum reconhecimento,Não,Alto,Parcial,38,Quase tudo,Sim,Algumas,195,Experiência forte,Às vezes,0.059,Não existem controles,48.25
2347,1047,10474604,3.9,Produto,92.97,Receita diversificada,4,0.382,Muitas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Alto,Claro e executado,41,Quase tudo,Parcialmente,Não,132,Experiência forte,Nunca,0.121,Controles básicos,63.72
833,1299682,16030595,9.0,Serviço,255.49,1–2 clientes >50%,3,0.334,Nenhuma,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Baixo,Não existe,1,Quase nada,Sim,"Sim, regularmente",71,Sem experiência,Regularmente,0.457,Controles básicos,41.81
4734,58316,1161325,2.5,Serviço,289.45,Receita diversificada,5,0.163,Nenhuma,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,87,Quase nada,Sim,Não,48,Sem experiência,Regularmente,0.292,Controles básicos,48.84
288,1278057,12036021,7.3,Produto,1908.64,1–2 clientes >50%,5,0.189,Algumas,Não,Reconhecimento forte,Não,Alto,Não existe,3,Quase nada,Parcialmente,Algumas,55,Sem experiência,Nunca,0.003,Não existem controles,41.51
780,748941,84994,4.5,Produto,2603.78,3–5 clientes >50%,5,0.191,Muitas,Não,Algum reconhecimento,Não,Baixo,Claro e executado,17,Quase nada,Não,Não,199,Sem experiência,Nunca,0.37,Controles básicos,52.4
2150,1791907,5638359,2.2,Produto,768.46,Receita diversificada,1,0.317,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Não existe,78,Parcialmente,Não,"Sim, regularmente",188,Sem experiência,Às vezes,0.358,DRE e auditoria,62.3
1095,1549200,12240779,0.9,Produto,53.28,Receita diversificada,5,0.164,Muitas,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Claro e executado,7,Quase tudo,Sim,Algumas,196,Experiência parcial,Regularmente,0.322,Controles básicos,69.96
4916,55624,67220,0.0,Produto,3937.66,Receita diversificada,2,0.387,Nenhuma,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Claro e executado,-10,Quase nada,Sim,Não,137,Sem experiência,Regularmente,0.051,Não existem controles,30.46
1643,98772,13787976,0.6,Serviço,781.82,3–5 clientes >50%,2,0.148,Poucas,Seed/Pré-Série A,Não reconhecida,Não,Alto,Parcial,81,Quase nada,Não,Não,56,Sem experiência,Nunca,0.061,DRE e auditoria,52.83
4250,326539,2191109,8.2,Produto,91.01,1–2 clientes >50%,1,0.271,Poucas,Seed/Pré-Série A,Algum reconhecimento,"Sim, forte",Médio,Parcial,41,Quase tudo,Sim,Não,196,Experiência parcial,Nunca,0.06,Não existem controles,38.83
4976,55281,3855938,8.5,Produto,95.7,Receita diversificada,5,0.092,Algumas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Alto,Claro e executado,95,Quase nada,Sim,Não,117,Experiência forte,Às vezes,0.217,Controles básicos,71.08
4210,19282,1113237,4.4,Serviço,48917.57,Receita diversificada,4,0.357,Muitas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Não existe,10,Quase nada,Sim,"Sim, regularmente",148,Sem experiência,Às vezes,0.475,Não existem controles,41.54
2132,57327,4750838,0.1,Produto,339.71,Receita diversificada,5,0.394,Muitas,Aceleradora/Anjo,Reconhecimento forte,"Sim, forte",Médio,Claro e executado,5,Quase tudo,Parcialmente,Não,164,Experiência forte,Às vezes,0.139,Controles básicos,60.68
4364,46032,15958058,9.9,Serviço,1201.55,3–5 clientes >50%,1,0.376,Muitas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Parcial,28,Quase nada,Sim,Não,31,Experiência forte,Nunca,0.283,DRE e auditoria,57.78
706,152958,54508,9.8,Serviço,8266.93,3–5 clientes >50%,1,0.356,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,47,Parcialmente,Não,Algumas,182,Experiência parcial,Às vezes,0.026,Não existem controles,31.86
208,83041,73014,1.5,Serviço,434.58,1–2 clientes >50%,4,0.128,Muitas,Série A+,Não reconhecida,Ocasionalmente,Médio,Não existe,14,Quase nada,Sim,Algumas,177,Experiência forte,Nunca,0.447,Controles básicos,58.56
520,15155,104291,0.0,Serviço,2093.54,1–2 clientes >50%,1,0.21,Nenhuma,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Alto,Não existe,27,Parcialmente,Sim,Não,159,Experiência parcial,Regularmente,0.483,Controles básicos,36.54
4729,116937,2923622,0.1,Serviço,6625.68,Receita diversificada,3,0.078,Algumas,Não,Não reconhecida,Não,Baixo,Parcial,35,Quase nada,Sim,Algumas,145,Experiência forte,Nunca,0.437,Controles básicos,67.68
2893,1389627,83443,5.8,Produto,2709.62,Receita diversificada,1,0.383,Algumas,Não,Algum reconhecimento,Não,Médio,Parcial,19,Quase nada,Não,"Sim, regularmente",43,Experiência forte,Nunca,0.425,DRE e auditoria,53.84
822,11786,13695539,2.1,Produto,14.16,1–2 clientes >50%,4,0.073,Poucas,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Claro e executado,32,Quase nada,Parcialmente,Não,22,Sem experiência,Nunca,0.309,DRE e auditoria,48.5
397,80186,2161669,6.4,Produto,769.97,1–2 clientes >50%,4,0.207,Nenhuma,Não,Não reconhecida,Ocasionalmente,Baixo,Parcial,5,Parcialmente,Sim,Não,168,Experiência forte,Regularmente,0.116,DRE e auditoria,45.43
2833,18244,10430431,9.7,Produto,846.94,1–2 clientes >50%,2,0.35,Algumas,Seed/Pré-Série A,Não reconhecida,Ocasionalmente,Médio,Claro e executado,5,Parcialmente,Sim,"Sim, regularmente",79,Sem experiência,Nunca,0.013,DRE e auditoria,51.8
3390,15482,4784499,4.2,Serviço,1683.93,1–2 clientes >50%,3,0.367,Algumas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,27,Quase tudo,Sim,Não,65,Experiência forte,Regularmente,0.301,DRE e auditoria,57.39
3819,12238,2296329,9.0,Produto,414.47,3–5 clientes >50%,4,0.115,Nenhuma,Não,Reconhecimento forte,"Sim, forte",Alto,Claro e executado,-4,Parcialmente,Parcialmente,Algumas,26,Sem experiência,Nunca,0.04,Não existem controles,33.89
2555,699029,11365120,7.7,Produto,1940.37,1–2 clientes >50%,5,0.332,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Médio,Não existe,6,Quase tudo,Sim,"Sim, regularmente",27,Sem experiência,Regularmente,0.402,Não existem controles,37.39
1626,1033396,4010496,1.6,Serviço,5037.63,1–2 clientes >50%,5,0.041,Muitas,Série A+,Reconhecimento forte,Ocasionalmente,Baixo,Claro e executado,18,Quase nada,Parcialmente,Algumas,123,Experiência parcial,Às vezes,0.278,DRE e auditoria,69.09
4065,162278,998342,1.1,Serviço,23854.31,1–2 clientes >50%,4,0.325,Algumas,Série A+,Reconhecimento forte,"Sim, forte",Baixo,Claro e executado,41,Parcialmente,Sim,Não,184,Experiência forte,Às vezes,0.073,DRE e auditoria,58.59
2500,461735,1961065,7.9,Produto,3964.11,1–2 clientes >50%,5,0.019,Muitas,Aceleradora/Anjo,Reconhecimento forte,Ocasionalmente,Baixo,Não existe,22,Quase nada,Sim,"Sim, regularmente",114,Experiência parcial,Regularmente,0.276,DRE e auditoria,72.69
2066,392850,3341857,0.5,Serviço,37298.1,1–2 clientes >50%,1,0.394,Nenhuma,Série A+,Algum reconhecimento,Ocasionalmente,Médio,Não existe,87,Quase tudo,Parcialmente,Algumas,130,Sem experiência,Nunca,0.435,DRE e auditoria,45.52
429,54071,16768622,3.9,Produto,45.0,Receita diversificada,4,0.013,Algumas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Claro e executado,-7,Quase tudo,Não,"Sim, regularmente",103,Sem experiência,Às vezes,0.23,DRE e auditoria,61.94
1858,303736,166429,0.2,Produto,290.85,1–2 clientes >50%,1,0.191,Muitas,Aceleradora/Anjo,Não reconhecida,"Sim, forte",Baixo,Não existe,69,Quase nada,Sim,Não,86,Experiência forte,Regularmente,0.09,Não existem controles,45.15
3474,6852,248699,8.1,Serviço,15274.91,Receita diversificada,4,0.074,Poucas,Seed/Pré-Série A,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,19,Quase tudo,Não,"Sim, regularmente",89,Sem experiência,Às vezes,0.14,Controles básicos,55.83
3750,1308916,3487476,7.1,Serviço,9284.63,1–2 clientes >50%,1,0.302,Poucas,Seed/Pré-Série A,Reconhecimento forte,"Sim, forte",Alto,Claro e executado,8,Quase nada,Não,Não,30,Experiência forte,Às vezes,0.171,DRE e auditoria,48.96
3908,1836403,5238792,7.3,Serviço,34636.04,3–5 clientes >50%,5,0.324,Poucas,Série A+,Reconhecimento forte,Não,Médio,Parcial,80,Quase nada,Sim,Não,182,Sem experiência,Nunca,0.364,Não existem controles,40.13
4131,270142,3370180,8.4,Serviço,39220.82,Receita diversificada,1,0.375,Nenhuma,Série A+,Reconhecimento forte,Não,Médio,Não existe,-9,Parcialmente,Parcialmente,Algumas,29,Sem experiência,Às vezes,0.062,DRE e auditoria,39.7
86,54357,11182559,2.0,Serviço,26394.92,Receita diversificada,3,0.089,Poucas,Série A+,Não reconhecida,Não,Alto,Parcial,40,Quase nada,Sim,Não,39,Sem experiência,Nunca,0.178,DRE e auditoria,57.04
1999,18228,416363,6.6,Produto,89.2,1–2 clientes >50%,2,0.251,Nenhuma,Aceleradora/Anjo,Reconhecimento forte,Não,Baixo,Não existe,-6,Quase tudo,Não,"Sim, regularmente",94,Sem experiência,Às vezes,0.042,DRE e auditoria,34.22
2845,24834,570566,9.2,Serviço,9815.91,Receita diversificada,3,0.122,Muitas,Série A+,Algum reconhecimento,"Sim, forte",Alto,Não existe,44,Quase nada,Sim,"Sim, regularmente",37,Experiência forte,Às vezes,0.418,DRE e auditoria,73.51
2092,540513,2315274,1.9,Serviço,1482.36,Receita diversificada,3,0.089,Muitas,Não,Não reconhecida,"Sim, forte",Baixo,Não existe,76,Parcialmente,Não,Algumas,115,Sem experiência,Nunca,0.215,Controles básicos,67.96
3233,1605,12082941,8.6,Serviço,8180.91,3–5 clientes >50%,4,0.005,Algumas,Seed/Pré-Série A,Reconhecimento forte,Não,Baixo,Não existe,94,Quase tudo,Não,"Sim, regularmente",90,Experiência parcial,Nunca,0.256,Controles básicos,66.7
1142,1766046,4187885,5.3,Serviço,140.52,3–5 clientes >50%,5,0.297,Nenhuma,Não,Não reconhecida,Ocasionalmente,Médio,Claro e executado,60,Quase nada,Não,Algumas,133,Experiência forte,Às vezes,0.461,Controles básicos,48.47
2690,302822,2402469,8.6,Produto,3575.92,3–5 clientes >50%,4,0.389,Poucas,Série A+,Não reconhecida,Não,Médio,Não existe,64,Parcialmente,Parcialmente,Não,27,Sem experiência,Às vezes,0.135,Não existem controles,39.18
1644,1335339,50519,3.8,Serviço,1445.79,1–2 clientes >50%,4,0.079,Algumas,Série A+,Algum reconhecimento,Ocasionalmente,Alto,Claro e executado,-1,Quase nada,Parcialmente,"Sim, regularmente",159,Sem experiência,Regularmente,0.264,Controles básicos,57.95
553,1867,9404673,1.5,Serviço,31331.56,Receita diversificada,4,0.022,Poucas,Não,Não reconhecida,Não,Médio,Claro e executado,90,Quase tudo,Sim,Não,56,Experiência parcial,Regularmente,0.194,DRE e auditoria,67.69
2225,399677,4279981,0.1,Serviço,310.43,1–2 clientes >50%,3,0.383,Poucas,Aceleradora/Anjo,Não reconhecida,Ocasionalmente,Médio,Não existe,73,Quase nada,Não,"Sim, regularmente",132,Experiência parcial,Nunca,0.301,Controles básicos,47.33
